conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:11710_conv:23421,disgusted,"['disturbed', ' agreed', ' scared']",disturbed,
hit:1238_conv:2477,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:1769_conv:3538,sad,"['sad', ' grateful', ' nostalgic']",sad,1.0
hit:7390_conv:14781,hopeful,"['hopeful', ' anticipating', ' excited']",hopeful,1.0
hit:8975_conv:17950,confident,"['excited', 'hopeful', 'proud']",excited,
hit:11217_conv:22435,grateful,"['happy', ' grateful', ' excited']",happy,2.0
hit:11618_conv:23236,anticipating,"['excited', 'hopeful', 'proud']",excited,
hit:5819_conv:11639,furious,"['annoyed', ' surprised', ' disappointed']",annoyed,
hit:7255_conv:14510,apprehensive,"['terrified', ' annoyed', ' relieved']",terrified,
hit:7390_conv:14781,hopeful,"['excited', ' hopeful', ' anticipating']",excited,2.0
hit:11217_conv:22435,grateful,"['excited', ' grateful', ' joyful']",excited,2.0
hit:3323_conv:6646,anticipating,"['hopeful', ' confident', ' proud']",hopeful,
hit:5857_conv:11715,joyful,"['excited', 'hopeful', 'content']",excited,
hit:6356_conv:12713,joyful,"['excited', ' proud', ' impressed']",excited,
hit:7388_conv:14777,confident,"['grateful', ' hopeful', ' content']",grateful,
hit:11952_conv:23904,furious,"['angry', ' anxious', ' ashamed']",angry,
hit:21_conv:42,disappointed,"['angry', ' disappointed', ' hopeful']",angry,2.0
hit:7156_conv:14312,annoyed,"['worried', ' hopeful', ' anxious']",worried,
hit:7444_conv:14888,joyful,"['excited', 'hopeful', 'content']",excited,
hit:803_conv:1606,guilty,"['guilty', ' embarrassed', ' amused']",guilty,1.0
hit:2229_conv:4458,grateful,"['angry', 'sad', 'betrayed']",angry,
hit:2705_conv:5410,ashamed,"['disappointed', 'ashamed', 'sad']",disappointed,2.0
hit:6199_conv:12399,annoyed,"['annoyed', 'frustrated', 'tired']",annoyed,1.0
hit:7156_conv:14312,annoyed,"['annoyed', 'frustrated', 'disappointed']",annoyed,1.0
hit:7733_conv:15467,grateful,"['joyful', ' grateful', ' hopeful']",joyful,2.0
hit:12136_conv:24273,grateful,"['grateful', 'sad', 'hopeful']",grateful,1.0
hit:6406_conv:12812,sad,"['sad', ' shocked', ' concerned']",sad,1.0
hit:7733_conv:15467,grateful,"['proud', 'excited', 'hopeful']",proud,
hit:8428_conv:16856,hopeful,"['hopeful', ' excited', ' content']",hopeful,1.0
hit:9443_conv:18886,excited,"['excited', 'curious', 'interested']",excited,1.0
hit:1701_conv:3403,devastated,"['sad', ' guilty', ' shocked']",sad,
hit:5302_conv:10604,disgusted,"['confused', ' frustrated', ' disappointed']",confused,
hit:7436_conv:14872,lonely,"['lonely', ' nostalgic', ' sad']",lonely,1.0
hit:9049_conv:18099,embarrassed,"['embarrassed', ' amused', ' hopeful']",embarrassed,1.0
hit:9650_conv:19300,disgusted,"['disappointed', ' disgusted', ' sad']",disappointed,2.0
hit:2082_conv:4164,embarrassed,"['surprised', ' grateful', ' relieved']",surprised,
hit:6463_conv:12926,disappointed,"['disappointed', 'sad', 'grateful']",disappointed,1.0
hit:7386_conv:14772,lonely,"['disappointed', ' annoyed', ' understanding']",disappointed,
hit:8636_conv:17273,disgusted,"['disgusted', ' angry', ' disappointed']",disgusted,1.0
hit:8896_conv:17792,grateful,"['content', ' grateful', ' hopeful']",content,2.0
hit:9991_conv:19982,proud,"['surprised', 'angry', 'annoyed']",surprised,
hit:3537_conv:7074,disgusted,"['anxious', ' disappointed', ' relieved']",anxious,
hit:4301_conv:8602,angry,"['angry', 'annoyed', 'frustrated']",angry,1.0
hit:6389_conv:12779,joyful,"['excited', 'joyful', 'hopeful']",excited,2.0
hit:8393_conv:16787,lonely,"['lonely', 'sad', 'understanding']",lonely,1.0
hit:8896_conv:17792,grateful,"['worried', 'proud', 'hopeful']",worried,
hit:10851_conv:21702,jealous,"['sad', 'jealous', 'encouraging']",sad,2.0
hit:12085_conv:24171,apprehensive,"['offended', ' grateful', ' hesitant']",offended,
hit:3076_conv:6153,sad,"['sad', ' sympathetic', ' caring']",sad,1.0
hit:5335_conv:10671,hopeful,"['excited', ' hopeful', ' proud']",excited,2.0
hit:8393_conv:16787,lonely,"['anxious', ' confused', ' frustrated']",anxious,
hit:11369_conv:22739,joyful,"['happy', 'surprised', 'grateful']",happy,
hit:12085_conv:24171,apprehensive,"['angry', 'annoyed', 'surprised']",angry,
hit:1762_conv:3524,furious,"['annoyed', ' disappointed', ' frustrated']",annoyed,
hit:5344_conv:10688,apprehensive,"['excited', 'hopeful', 'proud']",excited,
hit:8288_conv:16577,joyful,"['happy', 'grateful', 'content']",happy,
hit:1762_conv:3524,furious,"['angry', 'annoyed', 'sad']",angry,
hit:2336_conv:4672,guilty,"['guilty', 'sad', 'embarrassed']",guilty,1.0
hit:3788_conv:7577,joyful,"['excited', ' grateful', ' hopeful']",excited,
hit:7042_conv:14085,caring,"['proud', ' grateful', ' relieved']",proud,
hit:7102_conv:14204,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:1652_conv:3304,confident,"['proud', ' confident', ' content']",proud,2.0
hit:3311_conv:6622,confident,"['anxious', ' hopeful', ' proud']",anxious,
hit:6950_conv:13901,lonely,"['lonely', ' disappointed', ' annoyed']",lonely,1.0
hit:7658_conv:15317,proud,"['happy', 'proud', 'excited']",happy,2.0
hit:8630_conv:17261,caring,"['proud', 'hopeful', 'content']",proud,
hit:1632_conv:3264,lonely,"['sad', 'lonely', 'disappointed']",sad,2.0
hit:3311_conv:6622,confident,"['proud', ' hopeful', ' anticipating']",proud,
hit:6094_conv:12189,prepared,"['excited', 'anticipating', 'hopeful']",excited,
hit:7445_conv:14890,anticipating,"['excited', ' hopeful', ' joyful']",excited,
hit:8005_conv:16011,proud,"['proud', 'hopeful', 'content']",proud,1.0
hit:10897_conv:21794,terrified,"['surprised', 'curious', 'anxious']",surprised,
hit:10926_conv:21853,disgusted,"['disgusted', ' surprised', ' caring']",disgusted,1.0
hit:11018_conv:22036,sentimental,"['nostalgic', ' sentimental', ' happy']",nostalgic,2.0
hit:3699_conv:7398,trusting,"['excited', ' grateful', ' hopeful']",excited,
hit:6094_conv:12189,prepared,"['excited', ' curious', ' impressed']",excited,
hit:10897_conv:21794,terrified,"['terrified', ' amused', ' anxious']",terrified,1.0
hit:11951_conv:23903,devastated,"['sad', ' hopeful', ' caring']",sad,
hit:3632_conv:7265,sentimental,"['sad', ' nostalgic', ' lonely']",sad,
hit:7994_conv:15988,devastated,"['angry', 'sad', 'frustrated']",angry,
hit:12319_conv:24638,anxious,"['anxious', ' hopeful', ' caring']",anxious,1.0
hit:2034_conv:4069,furious,"['angry', 'sad', 'disappointed']",angry,
hit:2083_conv:4166,anticipating,"['anxious', 'surprised', 'hopeful']",anxious,
hit:2974_conv:5948,ashamed,"['guilty', 'anxious', 'surprised']",guilty,
hit:3632_conv:7265,sentimental,"['worried', ' hopeful', ' caring']",worried,
hit:10729_conv:21459,apprehensive,"['hopeful', ' grateful', ' anxious']",hopeful,
hit:2056_conv:4113,embarrassed,"['embarrassed', ' surprised', ' caring']",embarrassed,1.0
hit:2083_conv:4166,anticipating,"['surprised', ' excited', ' impressed']",surprised,
hit:8976_conv:17953,jealous,"['jealous', 'proud', 'disappointed']",jealous,1.0
hit:9109_conv:18218,confident,"['surprised', ' amused', ' insecure']",surprised,
hit:2056_conv:4113,embarrassed,"['relieved', ' grateful', ' proud']",relieved,
hit:4125_conv:8251,content,"['happy', ' relieved', ' amused']",happy,
hit:6737_conv:13475,sentimental,"['sentimental', ' attached', ' nostalgic']",sentimental,1.0
hit:6756_conv:13513,ashamed,"['embarrassed', 'surprised', 'amused']",embarrassed,
hit:6940_conv:13881,angry,"['angry', 'proud', 'surprised']",angry,1.0
hit:12417_conv:24835,guilty,"['ashamed', ' guilty', ' anxious']",ashamed,2.0
hit:1327_conv:2655,disgusted,"['annoyed', 'angry', 'disgusted']",annoyed,3.0
hit:3023_conv:6046,surprised,"['excited', ' grateful', ' joyful']",excited,
hit:5601_conv:11203,excited,"['excited', ' hopeful', ' anxious']",excited,1.0
hit:6156_conv:12313,lonely,"['grateful', ' hopeful', ' lonely']",grateful,3.0
hit:1369_conv:2738,afraid,"['proud', ' hopeful', ' relieved']",proud,
hit:2927_conv:5855,terrified,"['terrified', 'angry', 'surprised']",terrified,1.0
hit:4314_conv:8628,disgusted,"['disgusted', ' horrified', ' disappointed']",disgusted,1.0
hit:5601_conv:11203,excited,"['excited', ' hopeful', ' confident']",excited,1.0
hit:5879_conv:11758,hopeful,"['hopeful', ' anxious', ' caring']",hopeful,1.0
hit:10353_conv:20706,apprehensive,"['terrified', 'nervous', 'relieved']",terrified,
hit:3119_conv:6238,prepared,"['excited', ' hopeful', ' joyful']",excited,
hit:4373_conv:8746,nostalgic,"['nostalgic', ' hopeful', ' anxious']",nostalgic,1.0
hit:5722_conv:11445,sentimental,"['grateful', ' joyful', ' proud']",grateful,
hit:7761_conv:15522,impressed,"['proud', ' hopeful', ' confident']",proud,
hit:10516_conv:21033,prepared,"['anxious', 'angry', 'prepared']",anxious,3.0
hit:2295_conv:4591,guilty,"['sad', ' grateful', ' understanding']",sad,
hit:3119_conv:6238,prepared,"['excited', 'hopeful', 'grateful']",excited,
hit:5979_conv:11959,joyful,"['grateful', 'happy', 'relieved']",grateful,
hit:8865_conv:17731,lonely,"['sad', 'lonely', 'encouraging']",sad,2.0
hit:10516_conv:21033,prepared,"['hopeful', ' grateful', ' joyful']",hopeful,
hit:3601_conv:7202,hopeful,"['hopeful', 'curious', 'excited']",hopeful,1.0
hit:5986_conv:11973,lonely,"['proud', ' excited', ' grateful']",proud,
hit:954_conv:1908,furious,"['angry', 'annoyed', 'betrayed']",angry,
hit:9607_conv:19214,confident,"['excited', 'hopeful', 'confident']",excited,3.0
hit:2955_conv:5910,joyful,"['excited', ' hopeful', ' disappointed']",excited,
hit:2989_conv:5979,excited,"['excited', ' proud', ' joyful']",excited,1.0
hit:5815_conv:11630,excited,"['excited', 'anxious', 'hopeful']",excited,1.0
hit:5986_conv:11973,lonely,"['excited', ' proud', ' hopeful']",excited,
hit:6032_conv:12064,apprehensive,"['afraid', ' anxious', ' ashamed']",afraid,
hit:3737_conv:7474,prepared,"['excited', ' hopeful', ' anxious']",excited,
hit:6032_conv:12064,apprehensive,"['guilty', ' grateful', ' comforting']",guilty,
hit:9453_conv:18906,caring,"['excited', ' proud', ' curious']",excited,
hit:9730_conv:19460,disgusted,"['disgusted', 'sad', 'annoyed']",disgusted,1.0
hit:9829_conv:19658,proud,"['hopeful', ' excited', ' amused']",hopeful,
hit:3704_conv:7409,proud,"['excited', ' proud', ' anticipating']",excited,2.0
hit:5541_conv:11082,lonely,"['hopeful', ' grateful', ' content']",hopeful,
hit:6648_conv:13297,nostalgic,"['nostalgic', ' content', ' amused']",nostalgic,1.0
hit:6863_conv:13726,annoyed,"['angry', 'annoyed', 'sad']",angry,2.0
hit:9201_conv:18403,trusting,"['caring', ' trusting', ' grateful']",caring,2.0
hit:11378_conv:22757,joyful,"['excited', 'joyful', 'hopeful']",excited,2.0
hit:2399_conv:4798,terrified,"['afraid', 'embarrassed', 'grateful']",afraid,
hit:5702_conv:11404,embarrassed,"['disappointed', ' embarrassed', ' amused']",disappointed,2.0
hit:6863_conv:13726,annoyed,"['angry', 'sad', 'hopeful']",angry,
hit:8148_conv:16297,lonely,"['surprised', 'lonely', 'anxious']",surprised,2.0
hit:10140_conv:20281,anxious,"['nervous', ' anxious', ' embarrassed']",nervous,2.0
hit:11378_conv:22757,joyful,"['excited', 'hopeful', 'content']",excited,
hit:4417_conv:8834,guilty,"['ashamed', ' guilty', ' relieved']",ashamed,2.0
hit:6578_conv:13156,terrified,"['anxious', ' afraid', ' annoyed']",anxious,
hit:2125_conv:4250,disgusted,"['sad', 'annoyed', 'disappointed']",sad,
hit:2654_conv:5308,sentimental,"['nostalgic', ' content', ' understanding']",nostalgic,
hit:5363_conv:10726,caring,"['worried', ' hopeful', ' caring']",worried,3.0
hit:5364_conv:10728,surprised,"['surprised', ' grateful', ' caring']",surprised,1.0
hit:8231_conv:16463,confident,"['confident', 'excited', 'hopeful']",confident,1.0
hit:2568_conv:5137,guilty,"['guilty', 'sad', 'relieved']",guilty,1.0
hit:3002_conv:6004,nostalgic,"['nostalgic', ' content', ' hopeful']",nostalgic,1.0
hit:5363_conv:10726,caring,"['concerned', ' hopeful', ' caring']",concerned,3.0
hit:8119_conv:16239,surprised,"['grateful', ' proud', ' disappointed']",grateful,
hit:9943_conv:19886,surprised,"['excited', 'amazed', 'relieved']",excited,
hit:10611_conv:21222,content,"['proud', 'hopeful', 'content']",proud,3.0
hit:11455_conv:22911,apprehensive,"['terrified', ' afraid', ' surprised']",terrified,
hit:3002_conv:6004,nostalgic,"['anxious', 'stressed', 'relieved']",anxious,
hit:3968_conv:7937,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:9727_conv:19454,nostalgic,"['nostalgic', ' sad', ' sentimental']",nostalgic,1.0
hit:1897_conv:3794,terrified,"['anxious', ' disgusted', ' disappointed']",anxious,
hit:2838_conv:5676,confident,"['excited', 'proud', 'hopeful']",excited,
hit:301_conv:603,impressed,"['excited', 'joyful', 'surprised']",excited,
hit:4017_conv:8034,surprised,"['surprised', 'excited', 'proud']",surprised,1.0
hit:9727_conv:19454,nostalgic,"['nostalgic', ' envious', ' content']",nostalgic,1.0
hit:1897_conv:3794,terrified,"['relieved', ' grateful', ' hopeful']",relieved,
hit:2220_conv:4440,grateful,"['grateful', ' hopeful', ' proud']",grateful,1.0
hit:3251_conv:6503,furious,"['angry', 'devastated', 'disgusted']",angry,
hit:6241_conv:12483,ashamed,"['ashamed', ' grateful', ' anxious']",ashamed,1.0
hit:7697_conv:15395,joyful,"['excited', 'happy', 'content']",excited,
hit:8465_conv:16930,excited,"['proud', ' hopeful', ' anxious']",proud,
hit:1199_conv:2399,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:12165_conv:24331,anxious,"['anxious', 'afraid', 'nervous']",anxious,1.0
hit:1978_conv:3956,content,"['happy', 'excited', 'grateful']",happy,
hit:8465_conv:16930,excited,"['happy', 'surprised', ' proud']",happy,
hit:9840_conv:19681,hopeful,"['excited', 'hopeful', 'anxious']",excited,2.0
hit:11471_conv:22942,anxious,"['anxious', ' afraid', ' grateful']",anxious,1.0
hit:1199_conv:2399,proud,"['hopeful', 'anticipating', 'content']",hopeful,
hit:1627_conv:3254,caring,"['grateful', ' proud', ' content']",grateful,
hit:5271_conv:10542,excited,"['excited', ' hopeful', ' proud']",excited,1.0
hit:5645_conv:11291,joyful,"['grateful', ' proud', ' hopeful']",grateful,
hit:11209_conv:22419,trusting,"['grateful', ' surprised', ' content']",grateful,
hit:2293_conv:4587,devastated,"['sad', 'grateful', ' hopeful']",sad,
hit:4137_conv:8275,anticipating,"['excited', 'hopeful', 'grateful']",excited,
hit:5271_conv:10542,excited,"['excited', ' hopeful', ' grateful']",excited,1.0
hit:8844_conv:17689,anticipating,"['excited', ' relieved', ' anticipating']",excited,3.0
hit:1024_conv:2049,guilty,"['guilty', 'ashamed', 'sad']",guilty,1.0
hit:10368_conv:20737,anxious,"['anxious', ' grateful', ' content']",anxious,1.0
hit:2574_conv:5148,anxious,"['anxious', ' grateful', ' excited']",anxious,1.0
hit:5907_conv:11815,embarrassed,"['ashamed', 'embarrassed', 'sad']",ashamed,2.0
hit:7730_conv:15460,lonely,"['sad', 'lonely', 'confused']",sad,2.0
hit:1024_conv:2049,guilty,"['surprised', 'angry', 'curious']",surprised,
hit:11894_conv:23789,impressed,"['proud', 'excited', 'happy']",proud,
hit:12154_conv:24309,terrified,"['terrified', ' horrified', ' anxious']",terrified,1.0
hit:3176_conv:6353,guilty,"['guilty', ' proud', ' confident']",guilty,1.0
hit:5746_conv:11493,anxious,"['excited', 'hopeful', 'content']",excited,
hit:11894_conv:23789,impressed,"['excited', ' proud', ' joyful']",excited,
hit:5132_conv:10265,excited,"['excited', 'hopeful', 'grateful']",excited,1.0
hit:7100_conv:14201,surprised,"['worried', 'sad', 'grateful']",worried,
hit:9194_conv:18389,content,"['content', ' hopeful', ' grateful']",content,1.0
hit:9332_conv:18665,hopeful,"['excited', ' hopeful', ' grateful']",excited,2.0
hit:9632_conv:19265,guilty,"['sad', ' grateful', ' sympathetic']",sad,
hit:5636_conv:11273,grateful,"['grateful', ' caring', ' excited']",grateful,1.0
hit:8190_conv:16381,prepared,"['excited', 'prepared', 'hopeful']",excited,2.0
hit:9192_conv:18385,disappointed,"['disappointed', ' hopeful', ' confident']",disappointed,1.0
hit:9199_conv:18399,guilty,"['ashamed', ' concerned', ' hopeful']",ashamed,
hit:9332_conv:18665,hopeful,"['excited', 'hopeful', 'content']",excited,2.0
hit:10000_conv:20001,impressed,"['excited', ' happy', ' hopeful']",excited,
hit:1687_conv:3374,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:3356_conv:6712,lonely,"['sad', ' hopeful', ' longing']",sad,
hit:6366_conv:12733,sad,"['sad', ' disappointed', ' nostalgic']",sad,1.0
hit:9192_conv:18385,disappointed,"['excited', ' confident', ' proud']",excited,
hit:9773_conv:19546,embarrassed,"['excited', ' proud', ' grateful']",excited,
hit:1001_conv:2002,joyful,"['excited', ' proud', ' joyful']",excited,3.0
hit:11705_conv:23410,grateful,"['grateful', ' hopeful', ' content']",grateful,1.0
hit:6413_conv:12826,ashamed,"['embarrassed', 'guilty', 'anxious']",embarrassed,
hit:9686_conv:19372,faithful,"['confident', ' impressed', ' hopeful']",confident,
hit:9773_conv:19546,embarrassed,"['embarrassed', 'hopeful', 'amused']",embarrassed,1.0
hit:1001_conv:2002,joyful,"['excited', 'grateful', 'content']",excited,
hit:2199_conv:4398,surprised,"['grateful', 'excited', 'proud']",grateful,
hit:2672_conv:5344,impressed,"['surprised', ' grateful', ' hopeful']",surprised,
hit:6460_conv:12920,trusting,"['grateful', ' caring', ' concerned']",grateful,
hit:774_conv:1548,impressed,"['impressed', 'excited', 'hopeful']",impressed,1.0
hit:8679_conv:17358,sad,"['sad', ' hopeful', ' anxious']",sad,1.0
hit:10602_conv:21204,nostalgic,"['nostalgic', ' joyful', ' content']",nostalgic,1.0
hit:12065_conv:24130,embarrassed,"['embarrassed', ' surprised', ' amused']",embarrassed,1.0
hit:2771_conv:5542,disgusted,"['disgusted', ' disappointed', ' embarrassed']",disgusted,1.0
hit:5934_conv:11868,content,"['happy', ' content', ' relieved']",happy,2.0
hit:6460_conv:12920,trusting,"['grateful', ' proud', ' caring']",grateful,
hit:10232_conv:20465,content,"['concerned', ' hopeful', ' surprised']",concerned,
hit:10836_conv:21673,sad,"['sad', 'frustrated', 'helpless']",sad,1.0
hit:1223_conv:2446,disappointed,"['grateful', 'hopeful', 'proud']",grateful,
hit:2369_conv:4739,guilty,"['guilty', 'embarrassed', 'sad']",guilty,1.0
hit:5934_conv:11868,content,"['relieved', ' hopeful', ' content']",relieved,3.0
hit:10836_conv:21673,sad,"['hopeful', ' nostalgic', ' caring']",hopeful,
hit:11886_conv:23772,disappointed,"['sad', ' hopeful', ' grateful']",sad,
hit:1540_conv:3080,sentimental,"['sad', ' nostalgic', ' lonely']",sad,
hit:5704_conv:11408,angry,"['frustrated', ' exhausted', ' sympathetic']",frustrated,
hit:9354_conv:18709,guilty,"['angry', ' understanding', ' surprised']",angry,
hit:11380_conv:22761,anxious,"['relieved', ' worried', ' surprised']",relieved,
hit:11747_conv:23495,sentimental,"['happy', ' grateful', ' excited']",happy,
hit:11886_conv:23772,disappointed,"['hopeful', ' anticipating', ' curious']",hopeful,
hit:4098_conv:8197,surprised,"['grateful', ' content', ' caring']",grateful,
hit:4189_conv:8378,nostalgic,"['nostalgic', ' joyful', ' excited']",nostalgic,1.0
hit:6984_conv:13969,terrified,"['anxious', 'surprised', 'afraid']",anxious,
hit:11195_conv:22391,trusting,"['disappointed', ' annoyed', ' angry']",disappointed,
hit:11747_conv:23495,sentimental,"['excited', ' hopeful', ' grateful']",excited,
